codigo,nombre,stock_disponible,stock,tipo,nivel_uso,categoria
12201,reglas,17,17,Fijos,1,Otros / específico
12313,regletas,10,10,Fijos,1,Otros / específico
12255,rele de disparo,5,5,Fijos,1,Otros / específico
12303,rele de disparo,8,8,Fijos,1,Otros / específico
12318,rele termico,15,15,Fijos,1,Otros / específico
12212,reloj de caratula,5,5,Fijos,1,Otros / específico
12219,repartidores electricos,33,33,Fijos,1,Otros / específico
12233,salida terminal,299,299,Fijos,1,Otros / específico
10501,set de Botadores cilindro (force),7,7,Consumible,1,Otros / específico
12204,shampo automotriz,4,4,Fijos,1,Otros / específico
12281,tablero 12 posiciones,5,5,Fijos,1,Otros / específico
12280,tablero 24 posiciones,31,31,Fijos,1,Otros / específico
12282,tablero 8 posiciones,4,4,Fijos,1,Otros / específico
12253,tapa tornillo ppr he 3/4,3,3,Fijos,1,Otros / específico
12241,te ppr 20mm,3,3,Fijos,1,Otros / específico
12240,te ppr 25mm,2,2,Fijos,1,Otros / específico
12298,tee he 20x 1/2,8,8,Fijos,1,Otros / específico
12261,tee red ppr koalition 20 mm,25,25,Fijos,1,Otros / específico
12260,tee red ppr koalition 25 mm,24,24,Fijos,1,Otros / específico
12237,terminal ppr 1/2 metalico plomo,12,12,Fijos,1,Otros / específico
12238,terminal ppr 1/2 metalico verde,11,11,Fijos,1,Otros / específico
12268,terminal ppr 20x1/2,25,25,Fijos,1,Otros / específico
12235,terminal ppr 20x1/2 metalico,13,13,Fijos,1,Otros / específico
12269,terminal ppr 20x3/4,10,10,Fijos,1,Otros / específico
12251,terminal ppr 25 x 3/4 hi metalico,1,1,Fijos,1,Otros / específico
12236,terminal ppr 25/3/4 metalico,3,3,Fijos,1,Otros / específico
12299,terminal ppr 25x 3/4,28,28,Fijos,1,Otros / específico
12262,union americana 20 mm,25,25,Fijos,1,Otros / específico
12263,union americana 25 mm,20,20,Fijos,1,Otros / específico
12288,union americana doble 25 mm,10,10,Fijos,1,Otros / específico
12252,union americana metalica 1/2,3,3,Fijos,1,Otros / específico
12245,union americana ppr 25 mm,2,2,Fijos,1,Otros / específico
12271,union universal ppr 20mm,18,18,Fijos,1,Otros / específico
12272,union universal ppr 25mm,15,15,Fijos,1,Otros / específico
12248,valvula bola laton 1/2,1,1,Fijos,1,Otros / específico
12294,valvula de bola ppr mini 20x1/2,20,20,Fijos,1,Otros / específico
12295,valvula de bola ppr sin adaptador  20x1/2,10,10,Fijos,1,Otros / específico
12292,valvula esfera ppr 20 mm,10,10,Fijos,1,Otros / específico
12293,valvula esfera ppr 25 mm,10,10,Fijos,1,Otros / específico
12300,valvula retencion 25x 3/4,15,15,Fijos,1,Otros / específico
12290,valvula union americana 20 mm,8,8,Fijos,1,Otros / específico
12289,valvula union americana 25 mm,10,10,Fijos,1,Otros / específico
12256,vinilit grampa ppr,100,100,Fijos,1,Otros / específico
12308,zoquete ceramica,26,26,Fijos,1,Otros / específico
12306,zoquete plastica,16,16,Fijos,1,Otros / específico
12307,zoquete porcelana,12,12,Fijos,1,Otros / específico
12377,ÑESTER AMARILLO,0,0,Fijos,1,Otros / específico
11207,"Ñester \""unit-t\"",N°1",1,1,Fijos,1,Otros / específico
11208,"Ñester \""unit-t\"",N°2",1,1,Fijos,1,Otros / específico
11209,"Ñester \""unit-t\"",N°3",1,1,Fijos,1,Otros / específico
11210,"Ñester \""unit-t\"",N°4",1,1,Fijos,1,Otros / específico
11211,"Ñester \""unit-t\"",N°5",1,1,Fijos,1,Otros / específico
11212,"Ñester \""unit-t\"",N°6",1,1,Fijos,1,Otros / específico
11213,"Ñester \""unit-t\"",N°7",1,1,Fijos,1,Otros / específico
